view_id,user_id,content_title,dialect,watch_duration_sec,device_type,timestamp,region
1247,352,Ghatak,Haryanvi,1446,Web,2026-01-20 02:05:05.826551,Delhi
1248,497,Padharo Mhare Des,Bhojpuri,2593,Mobile,2026-01-17 06:15:58.086613,Bihar
1249,227,Kesariya Balam,Bhojpuri,287,Mobile,2026-01-11 06:40:13.955894,Haryana
1250,93,Ghatak,Bhojpuri,2404,SmartTV,2026-01-18 10:15:16.460709,Rajasthan
1251,468,Padharo Mhare Des,Bhojpuri,2158,Mobile,2026-01-20 07:10:09.065511,UP
1252,251,Desi Londe,Bhojpuri,1052,Mobile,2026-01-13 04:11:52.036043,Bihar
1253,447,Desi Londe,Bhojpuri,2658,SmartTV,2026-01-15 17:22:30.286765,Rajasthan
1254,112,Kesariya Balam,Bhojpuri,1770,SmartTV,2026-01-21 15:09:21.142614,Delhi
1255,451,Ghatak,Bhojpuri,402,SmartTV,2026-01-17 18:27:46.214673,Rajasthan
1256,322,Ghatak,Rajasthani,2058,SmartTV,2026-01-20 12:22:35.582251,Rajasthan
1257,344,Padharo Mhare Des,Rajasthani,2111,Web,2026-01-18 00:15:48.713422,UP
1258,362,Nirahua Hindustani,Bhojpuri,2492,SmartTV,2026-01-21 04:06:40.310018,Haryana
1259,240,Ghatak,Haryanvi,1311,Web,2026-01-21 15:18:19.211179,Rajasthan
1260,476,Ghatak,Rajasthani,73,Mobile,2026-01-20 01:44:53.663968,Rajasthan
1261,103,Bol Radha Bol,Rajasthani,1303,Mobile,2026-01-18 06:50:58.000640,UP
1262,377,Kesariya Balam,Bhojpuri,1565,Web,2026-01-10 06:48:36.367845,Bihar
1263,472,Kesariya Balam,Haryanvi,3173,Mobile,2026-01-10 09:44:45.052661,Haryana
1264,402,Desi Londe,Rajasthani,2551,Mobile,2026-01-09 12:37:23.573434,Rajasthan
1265,486,Desi Londe,Rajasthani,655,Web,2026-01-20 05:59:31.995700,Delhi
1266,146,Desi Londe,Bhojpuri,2255,Web,2026-01-16 01:59:48.416831,Delhi
1267,10,Desi Londe,Bhojpuri,1228,SmartTV,2026-01-08 23:59:40.174991,Rajasthan
1268,183,Desi Londe,Haryanvi,2983,Web,2026-01-08 04:19:34.986267,UP
1269,430,Ghatak,Bhojpuri,1089,Mobile,2026-01-19 07:54:11.938316,Rajasthan
1270,81,Desi Londe,Haryanvi,3205,SmartTV,2026-01-18 12:31:46.040988,Delhi
1271,286,Kesariya Balam,Haryanvi,1247,Web,2026-01-17 15:04:33.697856,UP
1272,233,Nirahua Hindustani,Bhojpuri,1888,Web,2026-01-10 23:10:46.277235,Rajasthan
1273,484,Bol Radha Bol,Bhojpuri,2177,SmartTV,2026-01-14 10:29:36.320389,UP
1274,421,Desi Londe,Rajasthani,1086,SmartTV,2026-01-16 02:56:36.941518,Delhi
1275,344,Desi Londe,Bhojpuri,2928,Mobile,2026-01-15 19:15:35.662331,Rajasthan
1276,128,Bol Radha Bol,Bhojpuri,2031,Web,2026-01-18 21:04:27.872105,Delhi
1277,152,Ghatak,Rajasthani,2243,Web,2026-01-08 10:18:00.093122,Haryana
1278,326,Padharo Mhare Des,Bhojpuri,3398,SmartTV,2026-01-17 03:56:46.082796,UP
1279,144,Kesariya Balam,Haryanvi,601,Web,2026-01-13 05:23:45.920855,Haryana
1280,192,Padharo Mhare Des,Bhojpuri,293,SmartTV,2026-01-09 17:18:12.131529,UP
1281,242,Padharo Mhare Des,Haryanvi,287,Web,2026-01-15 01:58:23.829406,UP
1282,472,Ghatak,Haryanvi,1366,SmartTV,2026-01-16 05:42:21.620819,Haryana
1283,138,Nirahua Hindustani,Rajasthani,3124,Web,2026-01-15 14:15:06.178465,Haryana
1284,355,Padharo Mhare Des,Bhojpuri,486,Mobile,2026-01-11 18:28:00.471397,Delhi
1285,356,Kesariya Balam,Bhojpuri,2416,Mobile,2026-01-08 04:01:19.040304,Bihar
1286,419,Bol Radha Bol,Haryanvi,871,SmartTV,2026-01-11 07:43:29.090015,UP
1287,261,Desi Londe,Haryanvi,2457,Mobile,2026-01-17 09:45:02.641732,Delhi
1288,156,Desi Londe,Haryanvi,644,Mobile,2026-01-15 20:02:18.282070,Delhi
1289,461,Ghatak,Haryanvi,1378,Web,2026-01-09 07:59:18.335546,UP
1290,45,Bol Radha Bol,Rajasthani,1292,Mobile,2026-01-13 12:22:09.982154,Delhi
1291,391,Kesariya Balam,Bhojpuri,2920,SmartTV,2026-01-11 14:30:58.027773,Delhi
1292,201,Desi Londe,Haryanvi,1515,Web,2026-01-08 13:22:21.486790,UP
1293,64,Kesariya Balam,Haryanvi,567,Web,2026-01-11 16:48:43.942494,Rajasthan
1294,53,Nirahua Hindustani,Haryanvi,2533,Mobile,2026-01-12 12:17:39.863373,Delhi
1295,246,Padharo Mhare Des,Haryanvi,2669,Mobile,2026-01-17 18:04:49.239347,Rajasthan
1296,97,Bol Radha Bol,Rajasthani,265,Web,2026-01-17 22:29:15.324263,Bihar
1297,455,Kesariya Balam,Rajasthani,1535,Mobile,2026-01-11 05:49:01.975369,UP
1298,315,Desi Londe,Bhojpuri,2069,Mobile,2026-01-13 00:42:08.603458,Rajasthan
1299,418,Bol Radha Bol,Haryanvi,924,SmartTV,2026-01-19 15:31:00.259541,UP
1300,397,Kesariya Balam,Rajasthani,932,SmartTV,2026-01-11 22:51:44.208288,Haryana
1301,221,Nirahua Hindustani,Bhojpuri,45,Web,2026-01-18 01:43:48.100914,Haryana
1302,33,Nirahua Hindustani,Haryanvi,57,Mobile,2026-01-12 01:33:48.873161,UP
1303,117,Desi Londe,Haryanvi,346,Mobile,2026-01-17 01:06:30.392896,Haryana
1304,470,Desi Londe,Haryanvi,7,SmartTV,2026-01-12 14:16:28.249535,Bihar
1305,14,Ghatak,Rajasthani,1840,SmartTV,2026-01-09 02:09:25.291516,Bihar
1306,159,Padharo Mhare Des,Bhojpuri,3570,Web,2026-01-08 06:27:41.042933,UP
1307,97,Bol Radha Bol,Rajasthani,2835,Web,2026-01-12 10:59:35.206460,UP
1308,323,Bol Radha Bol,Rajasthani,1125,Web,2026-01-09 01:31:01.551100,Rajasthan
1309,233,Desi Londe,Haryanvi,1342,SmartTV,2026-01-13 03:53:46.640047,UP
1310,272,Bol Radha Bol,Haryanvi,2761,Web,2026-01-08 19:35:51.395796,Rajasthan
1311,115,Ghatak,Bhojpuri,2026,Mobile,2026-01-19 14:05:38.841989,UP
1312,12,Bol Radha Bol,Bhojpuri,3242,Web,2026-01-09 12:01:34.567500,Rajasthan
1313,419,Nirahua Hindustani,Bhojpuri,1732,SmartTV,2026-01-17 02:59:56.742669,UP
1314,120,Ghatak,Bhojpuri,188,Web,2026-01-17 10:02:01.804663,Rajasthan
1315,412,Bol Radha Bol,Bhojpuri,2490,SmartTV,2026-01-14 21:27:37.902085,Haryana
1316,42,Padharo Mhare Des,Bhojpuri,188,Web,2026-01-20 02:44:31.949943,Rajasthan
1317,474,Padharo Mhare Des,Rajasthani,2378,Mobile,2026-01-14 02:52:24.897182,UP
1318,97,Kesariya Balam,Rajasthani,516,Web,2026-01-21 09:29:14.541156,Rajasthan
1319,68,Bol Radha Bol,Haryanvi,2813,Web,2026-01-21 00:57:40.701906,Haryana
1320,256,Desi Londe,Haryanvi,2449,Mobile,2026-01-11 07:39:31.823788,Delhi
1321,424,Ghatak,Bhojpuri,2380,Mobile,2026-01-11 04:57:58.609147,UP
1322,182,Padharo Mhare Des,Rajasthani,1657,SmartTV,2026-01-17 07:01:05.013985,Delhi
1323,320,Nirahua Hindustani,Rajasthani,2462,Web,2026-01-15 20:39:01.391823,Bihar
1324,53,Nirahua Hindustani,Rajasthani,506,Web,2026-01-09 14:29:14.225977,Bihar
1325,465,Padharo Mhare Des,Haryanvi,514,Mobile,2026-01-14 00:05:44.833484,Rajasthan
1326,56,Padharo Mhare Des,Bhojpuri,50,SmartTV,2026-01-21 07:55:06.517522,UP
1327,322,Kesariya Balam,Bhojpuri,2087,SmartTV,2026-01-17 17:48:41.838382,Delhi
1328,47,Desi Londe,Rajasthani,1584,Web,2026-01-21 01:26:19.954781,Bihar
1329,61,Padharo Mhare Des,Rajasthani,1995,Web,2026-01-12 20:07:40.141696,Delhi
1330,460,Bol Radha Bol,Rajasthani,3457,SmartTV,2026-01-10 22:47:01.732903,Rajasthan
1331,1,Kesariya Balam,Haryanvi,831,SmartTV,2026-01-11 05:27:34.059509,Haryana
1332,144,Desi Londe,Bhojpuri,768,Mobile,2026-01-10 03:11:42.924820,Haryana
1333,221,Kesariya Balam,Rajasthani,3576,Mobile,2026-01-15 03:10:40.733067,Haryana
1334,123,Desi Londe,Bhojpuri,1639,Web,2026-01-12 16:14:54.513284,Bihar
1335,145,Padharo Mhare Des,Rajasthani,2119,SmartTV,2026-01-15 12:48:30.919325,Haryana
1336,414,Ghatak,Rajasthani,2941,SmartTV,2026-01-17 00:14:07.603194,Bihar
1337,261,Padharo Mhare Des,Bhojpuri,2809,Mobile,2026-01-20 17:50:28.247687,Haryana
1338,77,Desi Londe,Bhojpuri,1684,Web,2026-01-18 18:59:04.946648,Delhi
1339,125,Padharo Mhare Des,Bhojpuri,2990,Web,2026-01-20 16:44:28.120785,Haryana
1340,325,Desi Londe,Rajasthani,522,Web,2026-01-20 09:14:37.476783,UP
1341,330,Padharo Mhare Des,Haryanvi,958,Mobile,2026-01-13 01:21:20.383830,Delhi
1342,366,Kesariya Balam,Rajasthani,2229,Mobile,2026-01-13 15:10:56.392747,Bihar
1343,466,Ghatak,Bhojpuri,2663,SmartTV,2026-01-08 17:45:07.131952,Haryana
1344,481,Ghatak,Rajasthani,741,Web,2026-01-20 22:18:59.996176,Haryana
1345,465,Kesariya Balam,Bhojpuri,1053,SmartTV,2026-01-21 19:15:27.515175,Delhi
1346,381,Bol Radha Bol,Rajasthani,1184,Mobile,2026-01-20 18:35:18.066304,Bihar
1347,294,Ghatak,Rajasthani,1680,Mobile,2026-01-14 22:30:03.463037,Bihar
1348,270,Ghatak,Rajasthani,3400,Mobile,2026-01-20 16:35:40.169235,Rajasthan
1349,175,Desi Londe,Rajasthani,1505,Web,2026-01-13 09:17:21.210432,Rajasthan
1350,332,Ghatak,Haryanvi,3559,Web,2026-01-21 23:14:41.235686,Delhi
1351,451,Padharo Mhare Des,Rajasthani,2068,Web,2026-01-15 07:08:07.967461,Rajasthan
1352,84,Kesariya Balam,Rajasthani,1885,SmartTV,2026-01-11 03:38:26.624559,UP
1353,80,Padharo Mhare Des,Bhojpuri,3205,Web,2026-01-19 17:47:38.524431,Haryana
1354,280,Desi Londe,Haryanvi,2250,SmartTV,2026-01-11 03:57:56.217041,Haryana
1355,305,Bol Radha Bol,Bhojpuri,3590,Mobile,2026-01-12 17:39:28.327564,UP
1356,364,Padharo Mhare Des,Haryanvi,1135,Mobile,2026-01-09 22:38:26.613896,Haryana
1357,355,Bol Radha Bol,Haryanvi,1430,Web,2026-01-11 09:14:05.161454,UP
1358,449,Nirahua Hindustani,Bhojpuri,1989,Mobile,2026-01-15 21:03:54.612571,Delhi
1359,128,Nirahua Hindustani,Rajasthani,1756,Mobile,2026-01-16 01:21:32.930089,UP
1360,136,Padharo Mhare Des,Bhojpuri,1808,SmartTV,2026-01-20 04:32:41.661445,Bihar
1361,136,Nirahua Hindustani,Bhojpuri,3145,Mobile,2026-01-15 14:24:52.101696,Rajasthan
1362,246,Kesariya Balam,Bhojpuri,1320,Web,2026-01-11 16:15:30.111501,Rajasthan
1363,343,Desi Londe,Bhojpuri,2649,Mobile,2026-01-08 21:07:00.025500,UP
1364,241,Nirahua Hindustani,Haryanvi,3079,Web,2026-01-11 04:54:40.177360,Bihar
1365,237,Nirahua Hindustani,Rajasthani,2850,SmartTV,2026-01-08 11:13:58.972114,Haryana
1366,485,Padharo Mhare Des,Bhojpuri,2760,Mobile,2026-01-18 06:33:23.156250,Bihar
1367,44,Kesariya Balam,Bhojpuri,3042,Web,2026-01-10 01:42:17.284340,UP
1368,23,Nirahua Hindustani,Rajasthani,414,Web,2026-01-12 00:57:01.229529,Bihar
1369,459,Nirahua Hindustani,Rajasthani,2116,Mobile,2026-01-08 14:23:07.080946,Haryana
1370,369,Kesariya Balam,Haryanvi,1513,Mobile,2026-01-15 23:10:28.388804,Rajasthan
1371,102,Kesariya Balam,Haryanvi,2520,SmartTV,2026-01-11 19:08:52.965825,Rajasthan
1372,160,Desi Londe,Bhojpuri,1254,Web,2026-01-16 01:02:29.541481,Delhi
1373,103,Kesariya Balam,Bhojpuri,3221,Mobile,2026-01-12 10:37:47.625072,Haryana
1374,103,Padharo Mhare Des,Haryanvi,3349,SmartTV,2026-01-18 20:03:48.610525,Bihar
1375,416,Kesariya Balam,Rajasthani,476,Mobile,2026-01-21 17:53:55.315634,Delhi
1376,245,Ghatak,Rajasthani,722,Web,2026-01-09 01:58:52.609255,Haryana
1377,222,Kesariya Balam,Rajasthani,1677,SmartTV,2026-01-12 06:57:09.219073,Delhi
1378,473,Padharo Mhare Des,Bhojpuri,3088,SmartTV,2026-01-14 02:02:41.442140,Bihar
1379,79,Bol Radha Bol,Bhojpuri,908,SmartTV,2026-01-21 10:48:27.985810,Haryana
1380,466,Ghatak,Haryanvi,2908,Mobile,2026-01-09 06:48:24.377300,Delhi
1381,299,Bol Radha Bol,Haryanvi,3203,Web,2026-01-12 06:43:06.972534,UP
1382,250,Padharo Mhare Des,Rajasthani,2182,SmartTV,2026-01-20 07:25:04.084823,Rajasthan
1383,264,Ghatak,Haryanvi,2201,Web,2026-01-19 21:23:53.909253,UP
1384,211,Padharo Mhare Des,Rajasthani,764,Web,2026-01-21 12:34:16.772902,Bihar
1385,235,Padharo Mhare Des,Haryanvi,2479,Mobile,2026-01-20 10:41:51.260911,Bihar
1386,450,Bol Radha Bol,Haryanvi,723,Mobile,2026-01-14 07:25:56.640616,Haryana
1387,440,Kesariya Balam,Haryanvi,1453,SmartTV,2026-01-10 14:34:21.153941,Haryana
1388,284,Kesariya Balam,Rajasthani,853,Mobile,2026-01-14 05:11:06.049514,Haryana
1389,14,Padharo Mhare Des,Bhojpuri,1507,Web,2026-01-11 09:21:11.152125,Rajasthan
1390,478,Bol Radha Bol,Bhojpuri,1373,Mobile,2026-01-16 09:56:18.118857,Haryana
1391,481,Kesariya Balam,Bhojpuri,1421,Mobile,2026-01-19 11:01:04.698899,UP
1392,5,Bol Radha Bol,Haryanvi,3351,Web,2026-01-12 14:16:59.760297,Rajasthan
1393,238,Nirahua Hindustani,Bhojpuri,2051,Mobile,2026-01-16 03:14:50.886730,UP
1394,4,Kesariya Balam,Bhojpuri,417,SmartTV,2026-01-14 22:00:15.683093,Bihar
1395,338,Ghatak,Rajasthani,2070,Web,2026-01-20 13:55:35.845006,Rajasthan
1396,61,Ghatak,Haryanvi,2084,SmartTV,2026-01-09 23:19:44.928623,Bihar
1397,459,Bol Radha Bol,Haryanvi,2517,Web,2026-01-16 08:57:18.716627,Rajasthan
1398,268,Kesariya Balam,Rajasthani,2648,SmartTV,2026-01-17 09:08:24.613613,UP
1399,439,Desi Londe,Rajasthani,3392,SmartTV,2026-01-10 09:47:54.171991,Bihar
1400,488,Kesariya Balam,Rajasthani,60,Mobile,2026-01-18 07:25:54.543677,Rajasthan
1401,104,Nirahua Hindustani,Bhojpuri,925,SmartTV,2026-01-09 23:52:52.283042,Delhi
1402,324,Ghatak,Rajasthani,986,Mobile,2026-01-17 10:37:47.478523,Bihar
1403,322,Kesariya Balam,Bhojpuri,174,Mobile,2026-01-12 21:17:51.708435,Delhi
1404,25,Bol Radha Bol,Bhojpuri,457,Web,2026-01-19 11:07:16.181490,Haryana
1405,422,Bol Radha Bol,Haryanvi,1007,SmartTV,2026-01-18 00:32:42.321347,UP
1406,30,Padharo Mhare Des,Haryanvi,1948,Web,2026-01-16 02:27:10.205077,Rajasthan
1407,276,Nirahua Hindustani,Bhojpuri,2141,Mobile,2026-01-21 07:11:57.002208,Bihar
1408,28,Padharo Mhare Des,Haryanvi,1499,Web,2026-01-17 12:09:03.758387,Haryana
1409,489,Nirahua Hindustani,Haryanvi,965,Web,2026-01-08 09:02:13.133570,Bihar
1410,61,Ghatak,Bhojpuri,1595,Web,2026-01-13 07:57:56.839400,Haryana
1411,335,Desi Londe,Haryanvi,1226,SmartTV,2026-01-13 00:02:20.913382,Bihar
1412,256,Kesariya Balam,Bhojpuri,1746,Web,2026-01-14 04:26:14.106032,Bihar
1413,318,Ghatak,Haryanvi,2489,Web,2026-01-08 09:24:36.154747,Delhi
1414,5,Nirahua Hindustani,Haryanvi,2895,SmartTV,2026-01-10 11:35:37.622528,Rajasthan
1415,337,Ghatak,Haryanvi,2576,Web,2026-01-19 08:52:04.590198,Bihar
1416,247,Kesariya Balam,Rajasthani,3491,Web,2026-01-17 13:04:22.591976,UP
1417,20,Ghatak,Haryanvi,742,SmartTV,2026-01-10 04:08:42.169425,Delhi
1418,477,Desi Londe,Haryanvi,3512,Web,2026-01-15 23:01:59.283173,Haryana
1419,26,Nirahua Hindustani,Haryanvi,2921,Mobile,2026-01-10 22:55:04.013204,Bihar
1420,107,Ghatak,Bhojpuri,2140,Mobile,2026-01-14 20:16:14.622524,Rajasthan
1421,225,Bol Radha Bol,Haryanvi,2676,Web,2026-01-17 12:42:02.743021,Bihar
1422,93,Nirahua Hindustani,Haryanvi,807,Web,2026-01-17 22:14:49.898098,Delhi
1423,90,Desi Londe,Haryanvi,918,SmartTV,2026-01-12 03:47:00.593828,UP
1424,247,Bol Radha Bol,Haryanvi,1836,SmartTV,2026-01-14 07:03:49.087633,Bihar
1425,489,Ghatak,Haryanvi,563,Mobile,2026-01-13 11:34:02.451095,UP
1426,417,Ghatak,Haryanvi,3573,Mobile,2026-01-09 19:03:35.896703,Haryana
1427,353,Desi Londe,Bhojpuri,1009,Web,2026-01-17 00:33:58.111773,Rajasthan
1428,410,Kesariya Balam,Bhojpuri,1247,SmartTV,2026-01-17 10:17:28.588835,Haryana
1429,355,Kesariya Balam,Haryanvi,1851,Mobile,2026-01-14 18:11:35.493057,Rajasthan
1430,421,Padharo Mhare Des,Haryanvi,2915,Mobile,2026-01-20 19:58:12.001109,UP
1431,184,Desi Londe,Bhojpuri,772,SmartTV,2026-01-20 04:00:13.414109,Delhi
1432,479,Padharo Mhare Des,Bhojpuri,1909,SmartTV,2026-01-20 12:39:21.974447,Rajasthan
1433,358,Ghatak,Rajasthani,972,Web,2026-01-13 19:14:57.486959,Bihar
1434,383,Padharo Mhare Des,Haryanvi,3313,Mobile,2026-01-08 21:50:13.813847,Haryana
1435,154,Bol Radha Bol,Rajasthani,2867,Mobile,2026-01-09 20:37:23.249667,UP
1436,154,Ghatak,Haryanvi,1604,SmartTV,2026-01-14 14:49:05.179291,Delhi
1437,333,Ghatak,Rajasthani,3102,Web,2026-01-17 13:55:19.963095,Delhi
1438,327,Ghatak,Rajasthani,3059,Mobile,2026-01-14 09:00:25.982619,Bihar
1439,37,Nirahua Hindustani,Haryanvi,891,Web,2026-01-11 10:35:24.180753,Delhi
1440,453,Bol Radha Bol,Rajasthani,525,Mobile,2026-01-13 07:24:11.422652,Bihar
1441,459,Desi Londe,Bhojpuri,1870,Mobile,2026-01-11 00:53:13.877101,Bihar
1442,243,Bol Radha Bol,Haryanvi,718,Mobile,2026-01-13 20:26:09.577737,Delhi
1443,155,Padharo Mhare Des,Rajasthani,2136,Web,2026-01-15 12:14:24.797456,UP
1444,325,Desi Londe,Rajasthani,3584,Mobile,2026-01-11 03:53:05.993972,UP
1445,360,Padharo Mhare Des,Haryanvi,1262,Web,2026-01-12 10:09:23.908364,Rajasthan
1446,4,Nirahua Hindustani,Haryanvi,97,Web,2026-01-08 09:32:37.122545,UP
1447,288,Desi Londe,Haryanvi,2661,Web,2026-01-15 17:53:47.719744,UP
1448,95,Bol Radha Bol,Haryanvi,1999,Web,2026-01-11 14:30:06.156001,Haryana
1449,130,Kesariya Balam,Bhojpuri,3039,SmartTV,2026-01-12 17:00:58.188504,Rajasthan
1450,369,Kesariya Balam,Rajasthani,390,SmartTV,2026-01-09 06:02:16.856902,Delhi
1451,296,Ghatak,Haryanvi,1778,Mobile,2026-01-17 23:05:24.134581,Bihar
1452,127,Kesariya Balam,Bhojpuri,908,Mobile,2026-01-11 14:09:32.965657,UP
1453,146,Bol Radha Bol,Haryanvi,365,Mobile,2026-01-16 09:27:03.648183,Haryana
1454,47,Kesariya Balam,Rajasthani,1759,Mobile,2026-01-15 15:59:38.056151,Delhi
1455,102,Nirahua Hindustani,Bhojpuri,3130,Mobile,2026-01-10 04:15:29.481064,Haryana
1456,86,Nirahua Hindustani,Bhojpuri,1186,Mobile,2026-01-10 04:43:09.334444,Delhi
1457,433,Nirahua Hindustani,Haryanvi,281,Web,2026-01-18 01:04:32.083404,Haryana
1458,114,Bol Radha Bol,Rajasthani,2283,SmartTV,2026-01-17 07:07:50.967621,Delhi
1459,383,Kesariya Balam,Bhojpuri,604,SmartTV,2026-01-17 14:18:23.354105,Rajasthan
1460,204,Bol Radha Bol,Bhojpuri,1824,Mobile,2026-01-21 05:02:11.524549,Rajasthan
1461,496,Ghatak,Bhojpuri,2967,SmartTV,2026-01-18 15:10:39.724465,Delhi
1462,344,Padharo Mhare Des,Bhojpuri,2658,SmartTV,2026-01-16 08:20:59.589617,Haryana
1463,445,Kesariya Balam,Haryanvi,1039,Web,2026-01-08 17:40:56.352216,Delhi
1464,238,Nirahua Hindustani,Bhojpuri,2752,Web,2026-01-15 14:03:00.683144,Delhi
1465,474,Desi Londe,Haryanvi,2975,SmartTV,2026-01-20 03:36:02.119147,Haryana
1466,152,Ghatak,Rajasthani,276,Mobile,2026-01-12 16:37:10.804362,Delhi
1467,65,Padharo Mhare Des,Rajasthani,3228,Mobile,2026-01-14 09:39:45.933937,Bihar
1468,425,Nirahua Hindustani,Bhojpuri,3032,SmartTV,2026-01-15 04:25:22.145080,UP
1469,214,Ghatak,Bhojpuri,2834,Web,2026-01-15 17:15:27.551300,Haryana
1470,413,Bol Radha Bol,Rajasthani,1626,Web,2026-01-11 17:04:25.273463,UP
1471,426,Bol Radha Bol,Haryanvi,1327,SmartTV,2026-01-12 11:59:11.366251,Haryana
1472,462,Ghatak,Bhojpuri,1327,Web,2026-01-16 23:34:58.007332,UP
1473,434,Nirahua Hindustani,Bhojpuri,2669,Web,2026-01-08 13:42:25.798005,Bihar
1474,410,Kesariya Balam,Rajasthani,1596,Mobile,2026-01-09 03:37:07.667574,Haryana
1475,75,Bol Radha Bol,Haryanvi,2446,Web,2026-01-21 11:15:19.482970,Bihar
1476,75,Kesariya Balam,Haryanvi,1802,SmartTV,2026-01-16 13:50:13.310639,Haryana
1477,176,Desi Londe,Haryanvi,253,Mobile,2026-01-14 01:31:20.839689,Haryana
1478,451,Desi Londe,Bhojpuri,2799,Web,2026-01-13 13:29:54.625887,Rajasthan
1479,487,Ghatak,Haryanvi,1634,Web,2026-01-20 08:57:32.189233,Bihar
1480,351,Bol Radha Bol,Bhojpuri,1041,SmartTV,2026-01-15 23:36:38.254836,UP
1481,460,Kesariya Balam,Haryanvi,1596,Web,2026-01-08 12:34:24.982941,Haryana
1482,223,Bol Radha Bol,Haryanvi,558,Mobile,2026-01-18 06:46:13.515765,Rajasthan
1483,444,Kesariya Balam,Bhojpuri,800,Mobile,2026-01-08 18:32:59.541430,Rajasthan
1484,130,Padharo Mhare Des,Haryanvi,3543,SmartTV,2026-01-08 13:51:47.590828,Rajasthan
1485,293,Nirahua Hindustani,Bhojpuri,2841,SmartTV,2026-01-14 17:51:18.607563,Rajasthan
1486,86,Ghatak,Bhojpuri,2288,Mobile,2026-01-12 06:18:25.630430,Delhi
1487,165,Ghatak,Haryanvi,1459,Mobile,2026-01-19 09:58:42.602965,UP
1488,480,Desi Londe,Rajasthani,2547,Mobile,2026-01-08 21:48:29.956369,Bihar
1489,128,Nirahua Hindustani,Haryanvi,2641,Web,2026-01-11 18:49:04.615389,Rajasthan
1490,176,Padharo Mhare Des,Haryanvi,3566,Web,2026-01-12 02:22:01.443640,Delhi
1491,437,Padharo Mhare Des,Bhojpuri,2272,Web,2026-01-18 07:31:51.228428,UP
1492,283,Padharo Mhare Des,Haryanvi,2686,Mobile,2026-01-21 13:33:41.322579,Haryana
1493,270,Kesariya Balam,Rajasthani,2421,Web,2026-01-10 18:16:19.768388,UP
1494,3,Kesariya Balam,Bhojpuri,962,SmartTV,2026-01-13 09:59:51.197916,Haryana
1495,342,Nirahua Hindustani,Haryanvi,2611,SmartTV,2026-01-16 04:03:07.081500,Rajasthan
1496,475,Kesariya Balam,Bhojpuri,788,SmartTV,2026-01-08 08:02:50.995233,Haryana
1497,368,Nirahua Hindustani,Haryanvi,1030,Mobile,2026-01-12 20:59:49.770091,UP
1498,180,Desi Londe,Bhojpuri,1946,SmartTV,2026-01-17 05:33:52.143123,Delhi
1499,237,Nirahua Hindustani,Haryanvi,3298,Mobile,2026-01-15 08:57:07.031258,UP
1500,451,Padharo Mhare Des,Haryanvi,1737,SmartTV,2026-01-20 08:34:19.024537,UP
1501,448,Padharo Mhare Des,Bhojpuri,3195,Mobile,2026-01-11 09:57:03.221565,Haryana
1502,17,Padharo Mhare Des,Bhojpuri,3004,Mobile,2026-01-10 10:30:03.905818,Haryana
1503,464,Desi Londe,Rajasthani,1652,Mobile,2026-01-18 14:53:45.696870,UP
1504,421,Desi Londe,Rajasthani,1576,Mobile,2026-01-10 15:15:45.351380,Bihar
1505,31,Padharo Mhare Des,Haryanvi,3351,Mobile,2026-01-21 01:27:23.789377,Bihar
1506,320,Nirahua Hindustani,Haryanvi,807,SmartTV,2026-01-13 08:03:08.367950,Delhi
1507,57,Bol Radha Bol,Rajasthani,3416,Mobile,2026-01-11 10:09:04.582003,Bihar
1508,375,Bol Radha Bol,Haryanvi,315,Web,2026-01-10 09:46:47.283762,Bihar
1509,204,Kesariya Balam,Bhojpuri,1015,Mobile,2026-01-18 03:20:52.320791,Delhi
1510,186,Kesariya Balam,Bhojpuri,928,SmartTV,2026-01-12 11:22:36.586722,Haryana
1511,205,Desi Londe,Haryanvi,2811,SmartTV,2026-01-14 17:35:05.416212,Rajasthan
1512,64,Padharo Mhare Des,Rajasthani,2258,Mobile,2026-01-08 10:17:41.876794,Haryana
1513,104,Nirahua Hindustani,Haryanvi,1709,SmartTV,2026-01-11 14:50:17.931301,Bihar
1514,130,Nirahua Hindustani,Haryanvi,1198,SmartTV,2026-01-17 06:18:25.962765,Bihar
1515,149,Ghatak,Bhojpuri,1036,Web,2026-01-12 23:42:41.505164,Rajasthan
1516,138,Padharo Mhare Des,Bhojpuri,2425,SmartTV,2026-01-12 08:58:14.054363,UP
1517,161,Bol Radha Bol,Rajasthani,3446,Web,2026-01-18 05:11:15.570568,Bihar
1518,494,Ghatak,Haryanvi,3051,Mobile,2026-01-20 23:25:13.927291,UP
1519,317,Padharo Mhare Des,Haryanvi,2859,Web,2026-01-11 21:12:07.661300,UP
1520,94,Kesariya Balam,Rajasthani,1846,Web,2026-01-21 13:57:06.153338,UP
1521,299,Ghatak,Haryanvi,3400,SmartTV,2026-01-09 20:37:59.665529,UP
1522,411,Kesariya Balam,Haryanvi,1936,SmartTV,2026-01-13 16:04:29.365679,Delhi
1523,434,Ghatak,Rajasthani,138,Web,2026-01-19 12:05:34.408099,Delhi
1524,186,Kesariya Balam,Haryanvi,103,SmartTV,2026-01-18 13:22:39.229741,Rajasthan
1525,406,Nirahua Hindustani,Rajasthani,3086,Web,2026-01-21 15:33:28.612047,Bihar
1526,471,Bol Radha Bol,Rajasthani,2644,Mobile,2026-01-17 10:37:13.225621,Rajasthan
1527,300,Desi Londe,Haryanvi,2276,Mobile,2026-01-12 20:10:08.730016,Rajasthan
